Message,Category,Priority
A broken integration is causing an active incident. This needs attention right now.,Technical,Urgent
Something seems wrong with an unknown device on my account. It started after the last update.,Security,Medium
We need urgent help with a security incident. This is affecting production.,Security,Urgent
We need urgent help with an urgent return for the wrong shipment. This is affecting production.,Refund,Urgent
I need some basic info about updating my account profile. This is not blocking me.,Account,Low
I need help with a question about the service. It started after the last update.,General,Medium
A device that will not power on is blocking my work. This is affecting a customer task.,Hardware,High
I have a quick question about the maintenance schedule. This is not blocking me.,Outage,Low
Please prioritize a device that will not power on. I need this fixed before end of day.,Hardware,High
Where can I find help with checking feature availability? No rush.,Product,Low
Company account access is causing an active incident. Customers are affected right now.,Account,Urgent
Can someone check changing seats on my subscription? I can work around it for now.,Subscription,Medium
A failed payment blocking renewal is causing a serious delay. Please check this today.,Billing,High
I'm looking for guidance on the tax details on my receipt. I'm comparing options.,Billing,Low
A hacked account is affecting our whole team right now. This is happening during business hours.,Security,Urgent
How should I handle VPN setup steps? I'm just checking before I continue.,Network,Low
Please prioritize unauthorized account access. This is delaying today's work.,Security,High
Can you point me to the right steps for exporting data to Excel? I could not find it in the docs.,Product,Low
We need urgent help with a security incident. We have a deadline today.,Security,Urgent
Password reset needs attention. It happens on and off.,Account,Medium
Can you point me to the right steps for my billing cycle? This is not blocking me.,Billing,Low
Can this be escalated for a password reset link that does not work? This is holding up a delivery.,Account,High
How should I handle updating the billing contact? I'm setting this up today.,Billing,Low
We need this fixed now: workspace access after renewal failed. This is affecting production.,Subscription,Urgent
Can you explain account settings? I'm just checking before I continue.,Account,Low
This is urgent: support contact before today's deployment. The team is blocked.,General,Urgent
I'm seeing a problem with a renewal reminder that looks wrong. I can work around it for now.,Subscription,Medium
